AGE,SEXE,NB_POLICE,FORMATION,STATUT_MARITAL,LOISIR,EMPLOI,V_MARQUE,V_ANNEE,S_HEURE,NB_VEH_IMPLIQUE,NB_BLESSE,NB_TEMOIN,TYPE_SINISTRE,TYPE_COLLISION,SEV_SINISTRE,AUTORITE,DOMMAGE_MATERIEL,PROCES_VERB,FRAUDE
43,F,3,Professionel,Divorcé,kayak,prof-médicale,Accura,1999,20,3,1,2,Vol,?,Bris,Pompier,OUI,N,N
33,F,7,Secondaire,Veuf,cinéma,technicien,Renault,2016,3,3,2,1,Collision multiple,Collision coté,Dommage majeur,Police,NON,O,N
88,F,3,Professionel,Divorcé,kayak,employé,Renault,2017,0,3,1,2,Collision isolée,?,Dommage majeur,Police,NON,N,N
41,M,8,Baccalauréat,Divorcé,golf,technicien,Suburu,2020,11,2,1,3,Collision multiple,Collision coté,Dommage majeur,Pompier,OUI,O,N
96,F,5,3ème cycle,Concubinage,cinéma,employé,Suburu,2018,14,2,1,0,Stationnement,Collision arrière,Perte totale,Pompier,OUI,N,N
91,M,2,Baccalauréat,Célibataire,cross-fit,ingénieur,Chevrolet,2009,4,2,0,3,Vol,Collision frontale,Bris,Pompier,OUI,N,N
63,M,6,Primaire,Marié,parachutisme,cadre,Mercedes,2015,21,1,2,0,Collision isolée,Collision coté,Dommage majeur,Pompier,?,O,N
111,M,4,Professionel,Veuf,kayak,sécurité,Accura,2017,15,3,2,1,Collision multiple,Collision frontale,Bris,Autre,NON,O,N
30,F,8,Professionel,Veuve,exercise,chauffeur,Saab,2019,16,1,0,2,Collision isolée,?,Bris,Aucun,?,N,N
25,M,5,Baccalauréat,Célibataire,jeu-échecs,cadre,Renault,2016,22,3,2,0,Collision multiple,Collision arrière,Perte totale,Aucun,?,N,N
29,F,6,Secondaire,Concubinage,cinéma,professeur,Audi,2005,3,3,1,1,Collision multiple,Collision coté,Perte totale,Aucun,NON,O,N
23,F,3,Baccalauréat,Divorcé,basketball,chauffeur,Audi,2021,17,3,1,3,Stationnement,Collision frontale,Dommage mineur,Police,OUI,O,O
78,F,9,Secondaire,Concubinage,exercise,prof-médicale,Audi,2009,20,3,1,3,Vol,?,Bris,Aucun,OUI,N,N
103,M,4,Aucun,Célibataire,jeu-échecs,sans-emploi,Chevrolet,2005,4,2,0,2,Collision isolée,?,Bris,Autre,?,N,N
87,M,2,Baccalauréat,Célibataire,cross-fit,cadre,BMW,2020,10,2,0,1,Collision multiple,Collision coté,Perte totale,SAMU-SMUR,OUI,O,N
81,M,7,Primaire,Veuve,parachutisme,professeur,Peugeot,2018,1,2,0,3,Stationnement,Collision frontale,Dommage mineur,Pompier,?,O,N
83,M,5,3ème cycle,Veuve,camping,contremaître,Nissan,2005,16,1,0,2,Collision isolée,?,Dommage majeur,Pompier,OUI,N,N
100,M,2,Baccalauréat,Célibataire,cross-fit,ingénieur,Nissan,2020,12,1,2,3,Vol,?,Bris,Pompier,?,N,N
102,M,7,Primaire,Veuve,parachutisme,technicien,Accura,2018,19,1,0,1,Collision multiple,Collision coté,Dommage majeur,SAMU-SMUR,?,O,N
97,M,5,Aucun,Veuve,jeux-plateau,sécurité,Volkswagen,2009,9,1,2,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,?,O,O
26,M,1,Primaire,Veuf,lecture,sécurité,Volkswagen,2020,6,1,2,1,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,NON,N,N
28,M,7,Primaire,Veuve,parachutisme,artisant,Toyota,2018,13,1,0,3,Vol,Collision frontale,Dommage mineur,Police,?,O,N
22,M,4,Aucun,Marié,jeux-plateau,ingénieur,Ford,2009,3,1,2,2,Collision isolée,Collision coté,Dommage majeur,Police,NON,O,N
24,M,1,Aucun,Célibataire,cross-fit,sans-emploi,Fiat,2022,18,1,0,0,Stationnement,Collision arrière,Perte totale,SAMU-SMUR,?,N,N
49,M,7,Primaire,Veuf,parachutisme,chauffeur,Fiat,2017,15,3,2,1,Collision multiple,Collision coté,Perte totale,SAMU-SMUR,NON,O,N
43,M,4,Secondaire,Marié,jeux-plateau,agriculteur,Saab,2009,21,1,2,0,Stationnement,Collision frontale,Dommage mineur,Aucun,NON,O,N
38,F,1,Professionel,Marié,lecture,prof-médicale,Renault,2022,12,3,2,2,Collision isolée,?,Dommage majeur,Police,NON,N,N
63,F,7,Secondaire,Concubinage,cinéma,agriculteur,Renault,2016,9,3,1,3,Vol,Collision frontale,Bris,Police,NON,O,N
64,M,3,Secondaire,Marié,jeux-plateau,professeur,BMW,2009,15,1,2,1,Collision isolée,Collision coté,Dommage majeur,Aucun,NON,O,N
59,F,9,Professionel,Divorcé,lecture,ouvrier,Audi,2021,6,3,1,0,Stationnement,Collision arrière,Dommage mineur,Aucun,NON,N,O
84,F,6,Secondaire,Concubinage,marche,cadre,Peugeot,2009,9,3,2,3,Vol,Collision frontale,Bris,Aucun,NON,O,N
108,F,3,Professionel,Divorcé,basketball,professeur,Audi,2022,23,3,1,2,Collision isolée,Collision coté,Dommage majeur,Aucun,OUI,O,N
103,F,9,Professionel,Veuf,lecture,contremaître,Accura,2019,14,2,1,0,Stationnement,Collision arrière,Perte totale,Police,OUI,N,N
104,F,6,Secondaire,Concubinage,cinéma,sécurité,Mercedes,2016,20,3,1,3,Vol,?,Bris,Autre,NON,N,O
58,M,3,3ème cycle,Divorcé,danse,employé,Accura,2019,7,2,0,2,Collision isolée,?,Dommage majeur,Police,OUI,O,N
59,F,8,3ème cycle,Concubinage,exercise,contremaître,Mercedes,2017,14,3,1,0,Stationnement,Collision arrière,Perte totale,Aucun,OUI,N,N
54,M,5,Baccalauréat,Célibataire,jeu-échecs,technicien,Honda,2005,4,2,0,3,Vol,Collision frontale,Bris,Aucun,OUI,O,N
78,M,2,3ème cycle,Veuve,danse,technicien,Honda,2019,1,2,0,0,Stationnement,Collision frontale,Dommage mineur,Aucun,OUI,O,N
80,F,8,3ème cycle,Concubinage,exercise,commercant,Ford,2016,8,2,1,2,Collision isolée,?,Bris,Police,OUI,N,N
74,M,5,Baccalauréat,Célibataire,jeu-échecs,artisant,Suburu,2005,22,2,0,1,Collision multiple,Collision coté,Perte totale,Autre,OUI,N,N
69,M,2,Baccalauréat,Divorcé,basketball,chauffeur,Suburu,2021,13,1,0,3,Vol,Collision frontale,Dommage mineur,Aucun,?,O,N
94,M,8,Aucun,Veuve,jeux-vidéo,ouvrier,Saab,2016,10,1,0,0,Stationnement,Collision arrière,Dommage mineur,Aucun,?,N,O
95,M,5,Baccalauréat,Célibataire,jeu-échecs,sans-emploi,Chevrolet,2005,16,2,0,3,Vol,?,Bris,Pompier,?,N,N
90,M,1,Primaire,Veuve,danse,agriculteur,BMW,2021,7,1,0,1,Collision multiple,Collision coté,Dommage majeur,Autre,?,O,N
91,M,8,3ème cycle,Veuve,parachutisme,professeur,BMW,2015,13,2,0,0,Stationnement,Collision frontale,Dommage mineur,SAMU-SMUR,OUI,O,N
21,M,5,Aucun,Célibataire,jeu-échecs,prof-médicale,BMW,1999,10,2,0,1,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,?,N,N
111,M,1,Primaire,Veuf,danse,professeur,Nissan,2021,1,1,2,3,Vol,Collision frontale,Bris,Pompier,?,O,N
40,M,8,3ème cycle,Veuve,parachutisme,technicien,Nissan,2017,15,1,2,2,Collision isolée,Collision coté,Dommage majeur,Pompier,NON,O,N
35,M,4,Professionel,Célibataire,jeu-échecs,contremaître,Nissan,1999,12,1,2,2,Vol,?,Bris,Autre,NON,N,N
37,M,1,Primaire,Veuf,lecture,technicien,Volkswagen,2020,19,1,2,1,Collision multiple,Collision coté,Perte totale,SAMU-SMUR,?,O,N
31,M,6,Secondaire,Marié,marche,cadre,Volkswagen,2017,9,1,2,3,Stationnement,Collision frontale,Dommage mineur,Pompier,NON,O,N
33,M,4,Aucun,Marié,jeu-échecs,employé,Toyota,2009,16,1,2,2,Collision isolée,?,Dommage majeur,Police,?,N,N
58,M,1,Primaire,Veuf,lecture,artisant,Toyota,2019,12,1,2,3,Vol,Collision frontale,Bris,Police,?,N,O
52,M,6,Secondaire,Marié,marche,ingénieur,Ford,2017,3,1,2,1,Collision multiple,Collision coté,Dommage majeur,SAMU-SMUR,NON,O,N
54,M,4,Aucun,Marié,jeux-plateau,sans-emploi,Fiat,2005,17,3,2,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,NON,N,N
48,M,9,Professionel,Veuf,lecture,commercant,Saab,2022,0,1,2,2,Vol,?,Bris,Police,NON,N,O
73,M,6,Secondaire,Marié,marche,agriculteur,Renault,2017,21,3,2,3,Vol,Collision frontale,Dommage mineur,Police,NON,O,N
67,F,4,Professionel,Divorcé,basketball,commercant,Renault,2005,11,3,1,2,Collision isolée,?,Dommage majeur,Police,NON,O,N
69,M,9,Professionel,Veuf,lecture,ouvrier,BMW,2022,18,3,2,0,Stationnement,Collision arrière,Perte totale,Aucun,NON,N,N
94,F,6,Secondaire,Concubinage,marche,professeur,Peugeot,2017,15,3,2,1,Collision multiple,Collision coté,Perte totale,Aucun,NON,O,N
88,F,3,Professionel,Divorcé,basketball,chauffeur,Audi,2005,5,3,1,0,Stationnement,Collision frontale,Dommage mineur,Aucun,OUI,O,O
18,F,8,3ème cycle,Concubinage,exercise,ouvrier,Audi,2019,2,3,1,1,Collision multiple,Collision arrière,Perte totale,Police,OUI,N,N
20,F,6,Secondaire,Concubinage,marche,technicien,Audi,2009,17,2,1,1,Vol,Collision frontale,Bris,Police,OUI,O,N
38,M,3,Professionel,Divorcé,basketball,contremaître,Accura,2021,13,2,0,0,Stationnement,Collision arrière,Dommage mineur,Police,OUI,O,N
39,F,8,3ème cycle,Concubinage,exercise,sécurité,Mercedes,2019,20,3,1,2,Collision isolée,?,Bris,Aucun,OUI,N,N
34,M,5,Baccalauréat,Célibataire,jeu-échecs,cadre,Honda,2015,10,2,0,1,Collision multiple,Collision coté,Perte totale,Aucun,OUI,O,N
35,F,2,Baccalauréat,Divorcé,basketball,ingénieur,Honda,2005,17,3,1,3,Stationnement,Collision frontale,Dommage mineur,Autre,OUI,O,O
83,M,8,Aucun,Célibataire,jeux-vidéo,sécurité,Honda,2016,4,2,0,3,Vol,?,Bris,Aucun,?,N,O
85,M,5,Baccalauréat,Célibataire,saut-élastique,artisant,Ford,2005,11,2,0,1,Collision multiple,Collision coté,Perte totale,Police,OUI,O,N
79,M,2,3ème cycle,Veuve,danse,ingénieur,Suburu,2021,1,2,0,0,Stationnement,Collision frontale,Dommage mineur,Autre,?,O,N
74,M,8,3ème cycle,Veuve,exercise,sans-emploi,Saab,2018,16,1,0,2,Collision isolée,?,Dommage majeur,Aucun,?,N,N
99,M,5,Primaire,Célibataire,jeu-échecs,chauffeur,Saab,1999,13,1,2,3,Vol,Collision frontale,Bris,Aucun,?,O,N
100,M,1,Primaire,Veuve,danse,agriculteur,Chevrolet,2021,19,2,0,2,Collision isolée,Collision coté,Dommage majeur,Autre,?,O,N
95,M,7,Aucun,Marié,jeux-vidéo,commercant,BMW,2017,10,1,2,0,Stationnement,Collision arrière,Dommage mineur,Autre,?,N,N
25,M,4,Primaire,Veuf,kayak,agriculteur,BMW,1999,6,1,2,1,Collision multiple,Collision coté,Perte totale,Autre,?,N,N
26,M,1,Primaire,Veuve,danse,professeur,BMW,2018,13,2,0,3,Vol,Collision frontale,Dommage mineur,Pompier,?,O,N
51,M,7,Aucun,Célibataire,jeux-vidéo,prof-médicale,Audi,2015,18,1,0,0,Stationnement,Collision arrière,Perte totale,Aucun,?,N,N
45,M,4,Primaire,Veuf,kayak,ouvrier,Nissan,1999,0,1,2,3,Vol,?,Bris,Pompier,?,N,N
70,M,1,Secondaire,Marié,équitation,professeur,Nissan,2018,21,1,2,0,Stationnement,Collision frontale,Dommage mineur,Pompier,NON,O,N
65,F,7,Professionel,Marié,musique,contremaître,Mercedes,2015,12,3,1,2,Collision isolée,?,Dommage majeur,Autre,NON,N,N
66,M,4,Primaire,Veuf,kayak,sécurité,Mercedes,2020,18,1,2,1,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,NON,N,N
19,F,9,Professionel,Divorcé,golf,professeur,Audi,2020,12,3,1,0,Collision isolée,?,Dommage majeur,Autre,OUI,N,N
98,M,5,Baccalauréat,Divorcé,saut-élastique,professeur,Accura,2017,23,2,1,1,Collision multiple,Collision coté,Dommage majeur,Police,OUI,O,N
99,F,3,Professionel,Divorcé,basketball,technicien,Accura,2005,5,3,1,0,Stationnement,Collision frontale,Dommage mineur,Autre,NON,O,O
29,M,8,Baccalauréat,Divorcé,golf,technicien,Nissan,2015,23,2,1,1,Collision multiple,Collision coté,Dommage majeur,Police,OUI,O,N
36,M,4,Aucun,Célibataire,jeu-échecs,prof-médicale,Peugeot,2019,10,1,0,0,Stationnement,Collision arrière,Perte totale,Pompier,?,N,N
38,M,2,Baccalauréat,Célibataire,cross-fit,ingénieur,Nissan,2015,0,1,0,3,Vol,Collision frontale,Bris,Pompier,?,N,N
32,M,7,Primaire,Veuve,parachutisme,technicien,Accura,2005,7,2,0,1,Collision multiple,Collision coté,Dommage majeur,SAMU-SMUR,?,O,N
27,M,5,Aucun,Veuve,jeux-plateau,commercant,Volkswagen,2020,21,1,2,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,?,N,O
51,M,2,Primaire,Veuf,lecture,sécurité,Volkswagen,2015,18,1,2,1,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,?,N,N
53,M,7,Primaire,Veuve,parachutisme,artisant,Ford,2005,1,1,0,3,Vol,Collision frontale,Dommage mineur,Police,?,O,N
78,M,4,Aucun,Marié,jeu-échecs,commercant,Toyota,2019,22,1,2,0,Stationnement,Collision arrière,Dommage mineur,Police,?,N,N
72,M,1,Primaire,Veuf,lecture,employé,Ford,2015,12,1,2,3,Vol,?,Bris,Police,NON,N,O
97,M,6,Secondaire,Marié,marche,artisant,Ford,2021,9,1,2,3,Stationnement,Collision frontale,Dommage mineur,SAMU-SMUR,NON,O,N
99,M,4,Aucun,Marié,jeux-plateau,ouvrier,Fiat,2017,0,3,1,2,Collision isolée,?,Dommage majeur,SAMU-SMUR,NON,N,N
93,M,9,Professionel,Veuf,lecture,sans-emploi,Saab,2015,6,1,2,0,Collision multiple,Collision arrière,Perte totale,Police,NON,N,N
23,M,6,Secondaire,Marié,marche,chauffeur,Saab,2021,3,3,2,1,Collision multiple,Collision coté,Dommage majeur,Police,NON,O,N
48,F,3,Professionel,Veuf,kayak,ouvrier,Renault,2016,0,3,2,2,Collision isolée,?,Dommage majeur,Police,NON,N,N
42,F,9,Secondaire,Concubinage,exercise,sans-emploi,Renault,1999,14,3,1,1,Collision multiple,Collision arrière,Perte totale,Police,OUI,N,N
44,F,6,Secondaire,Marié,marche,cadre,Peugeot,2020,21,3,2,3,Vol,Collision frontale,Dommage mineur,Aucun,NON,O,N
69,F,3,Professionel,Divorcé,kayak,sécurité,Peugeot,2009,18,3,1,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,NON,N,O
94,F,9,Secondaire,Concubinage,exercise,technicien,Peugeot,2020,22,2,1,1,Collision multiple,Collision coté,Perte totale,SAMU-SMUR,NON,N,N
88,F,5,Baccalauréat,Divorcé,saut-élastique,cadre,Audi,2018,5,3,1,3,Vol,Collision frontale,Dommage mineur,Police,OUI,O,N
18,F,2,3ème cycle,Concubinage,chasse,sécurité,Accura,2005,2,2,1,0,Stationnement,Collision arrière,Perte totale,Police,OUI,N,N
107,M,9,Baccalauréat,Concubinage,jeux-vidéo,employé,Accura,2020,16,2,0,3,Vol,?,Bris,Police,OUI,N,O
109,F,5,Baccalauréat,Divorcé,saut-élastique,ingénieur,Honda,2018,23,2,1,1,Collision multiple,Collision coté,Dommage majeur,Aucun,OUI,O,N
103,M,2,3ème cycle,Veuve,danse,contremaître,Honda,2009,13,2,0,0,Stationnement,Collision arrière,Dommage mineur,Aucun,OUI,O,N
33,M,8,Baccalauréat,Célibataire,jeux-vidéo,contremaître,Honda,2020,10,2,0,1,Collision multiple,Collision arrière,Perte totale,Aucun,?,N,N
58,M,1,Primaire,Veuve,camping,ingénieur,Chevrolet,2017,12,3,1,0,Collision isolée,Collision arrière,Dommage majeur,Autre,NON,N,N
46,M,1,Primaire,Marié,danse,technicien,Renault,2019,9,3,2,2,Collision isolée,?,Perte totale,Aucun,OUI,O,N
25,M,5,3ème cycle,Célibataire,jeu-échecs,chauffeur,Renault,1999,19,2,0,1,Collision multiple,Collision frontale,Bris,SAMU-SMUR,?,O,N
21,F,8,Secondaire,Divorcé,jeux-vidéo,technicien,Renault,2022,3,1,2,0,Collision isolée,Collision coté,Dommage majeur,Aucun,NON,O,N
29,M,4,Professionel,Veuf,kayak,ouvrier,Suburu,2020,20,3,1,3,Collision multiple,Collision arrière,Perte totale,Autre,NON,O,N
90,M,8,Baccalauréat,Célibataire,jeux-vidéo,artisant,Suburu,2005,17,2,1,3,Collision multiple,Collision frontale,Dommage mineur,Autre,OUI,O,N
50,M,5,Aucun,Célibataire,jeu-échecs,commercant,Accura,2021,10,2,0,3,Collision multiple,Collision arrière,Perte totale,Aucun,?,O,N
57,M,1,Aucun,Marié,équitation,employé,Suburu,2020,4,1,0,1,Stationnement,Collision arrière,Dommage majeur,SAMU-SMUR,?,O,N
107,M,4,Secondaire,Marié,jeux-plateau,ouvrier,Fiat,2017,18,1,1,3,Stationnement,?,Bris,Aucun,NON,N,N
20,M,8,Baccalauréat,Divorcé,golf,artisant,Renault,2019,16,1,0,0,Vol,Collision frontale,Bris,Police,?,N,O
28,F,3,Secondaire,Divorcé,jeux-plateau,cadre,Toyota,2019,9,3,1,3,Collision multiple,Collision coté,Bris,Police,OUI,N,N
45,M,1,Baccalauréat,Veuf,danse,technicien,Mercedes,2020,9,1,2,0,Stationnement,Collision frontale,Dommage mineur,Police,?,N,N
95,F,6,Professionel,Concubinage,musique,sécurité,Volkswagen,2005,17,2,0,0,Vol,Collision frontale,Bris,SAMU-SMUR,?,N,N
61,F,9,Secondaire,Concubinage,exercise,ingénieur,Accura,2005,3,3,2,1,Vol,Collision coté,Perte totale,Autre,NON,O,N
109,F,6,Professionel,Divorcé,saut-élastique,ingénieur,Accura,2016,17,3,1,0,Stationnement,Collision frontale,Dommage mineur,Autre,OUI,O,O
64,M,1,Primaire,Veuve,danse,technicien,Ford,2005,7,1,0,1,Collision multiple,Collision coté,Dommage majeur,Aucun,?,O,N
47,M,7,Professionel,Veuf,musique,prof-médicale,Toyota,2016,15,3,1,1,Vol,Collision coté,Perte totale,Pompier,NON,O,N
31,F,3,Professionel,Divorcé,basketball,prof-médicale,Toyota,2022,11,3,1,2,Collision isolée,?,Dommage majeur,Pompier,NON,O,N
32,M,8,Professionel,Divorcé,lecture,professeur,Accura,2021,5,3,1,2,Vol,Collision frontale,Dommage mineur,Aucun,OUI,O,N
39,F,4,3ème cycle,Veuve,jeu-échecs,cadre,Peugeot,2018,19,2,0,1,Collision multiple,Collision coté,Dommage majeur,Pompier,?,O,N
76,M,1,Aucun,Célibataire,cross-fit,ouvrier,Nissan,2016,16,1,0,2,Collision isolée,?,Bris,Pompier,?,N,N
101,M,7,Primaire,Veuf,parachutisme,professeur,Fiat,2019,9,1,2,0,Stationnement,Collision frontale,Dommage mineur,Autre,NON,N,O
73,M,3,Secondaire,Marié,jeux-plateau,professeur,Fiat,2016,17,3,2,3,Vol,Collision frontale,Dommage mineur,Pompier,OUI,O,N
68,F,9,Professionel,Divorcé,golf,ouvrier,Suburu,2016,23,3,1,2,Collision isolée,?,Dommage majeur,Police,NON,N,N
105,M,5,3ème cycle,Célibataire,cinéma,commercant,Honda,2017,10,2,0,1,Collision multiple,Collision arrière,Perte totale,Aucun,?,N,N
58,M,2,Primaire,Célibataire,danse,professeur,Ford,2009,1,1,2,3,Vol,Collision frontale,Bris,Police,?,O,N
59,M,8,3ème cycle,Célibataire,marche,sans-emploi,Volkswagen,2015,18,1,2,1,Collision multiple,Collision arrière,Perte totale,Pompier,NON,N,N
43,M,4,Primaire,Veuf,camping,chauffeur,Ford,2005,1,1,2,3,Vol,Collision frontale,Bris,Police,?,O,N
37,M,1,Secondaire,Marié,équitation,agriculteur,Toyota,2018,21,1,2,0,Stationnement,Collision arrière,Dommage mineur,Police,?,N,N
62,M,6,Professionel,Veuf,musique,sans-emploi,Ford,2015,12,1,2,2,Vol,?,Bris,SAMU-SMUR,NON,N,O
64,M,4,Primaire,Veuf,kayak,cadre,Fiat,2022,19,1,2,1,Collision multiple,Collision coté,Perte totale,SAMU-SMUR,?,O,N
58,M,9,Secondaire,Marié,équitation,professeur,Saab,2020,9,1,2,3,Stationnement,Collision frontale,Dommage mineur,Police,NON,O,N
83,M,6,Professionel,Veuf,musique,prof-médicale,Saab,2015,6,3,2,0,Stationnement,Collision arrière,Perte totale,Police,NON,N,N
78,F,4,Secondaire,Veuf,chasse,ingénieur,Renault,2022,20,3,1,3,Vol,Collision frontale,Bris,Police,NON,N,O
38,F,9,Professionel,Divorcé,golf,sécurité,Renault,2015,0,3,1,2,Collision isolée,?,Dommage majeur,Police,NON,N,N
86,M,6,Baccalauréat,Célibataire,saut-élastique,professeur,Chevrolet,2019,11,2,1,1,Collision multiple,Collision coté,Perte totale,Pompier,OUI,O,N
111,M,2,3ème cycle,Veuve,danse,prof-médicale,Chevrolet,2005,7,2,0,2,Collision isolée,?,Dommage majeur,Pompier,OUI,N,N
17,F,8,3ème cycle,Concubinage,exercise,contremaître,Chevrolet,2021,14,3,1,0,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,OUI,N,N
107,M,5,Baccalauréat,Célibataire,saut-élastique,technicien,Peugeot,2018,5,2,0,3,Vol,Collision frontale,Bris,SAMU-SMUR,OUI,O,N
36,M,2,3ème cycle,Veuve,danse,contremaître,Peugeot,2005,1,2,0,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,OUI,O,N
61,M,8,Baccalauréat,Célibataire,jeux-vidéo,contremaître,BMW,2016,13,1,0,3,Vol,Collision frontale,Bris,Autre,?,O,N
109,M,5,3ème cycle,Veuve,camping,commercant,BMW,2022,9,1,2,0,Stationnement,Collision arrière,Dommage mineur,Autre,?,O,O
111,M,1,Aucun,Célibataire,cross-fit,employé,Peugeot,2020,16,1,0,2,Collision isolée,?,Bris,Pompier,?,N,N
106,M,8,Primaire,Veuf,musique,ingénieur,Nissan,2016,6,1,2,1,Collision multiple,Collision coté,Perte totale,Pompier,?,N,N
35,M,4,Aucun,Marié,jeux-plateau,ingénieur,Nissan,2022,3,1,2,2,Collision isolée,Collision coté,Dommage majeur,Pompier,NON,O,N
37,M,1,Aucun,Célibataire,cross-fit,sans-emploi,Mercedes,2019,10,1,0,0,Stationnement,Collision arrière,Perte totale,SAMU-SMUR,?,N,N
31,M,7,Primaire,Veuf,musique,commercant,Volkswagen,2016,0,1,2,3,Vol,?,Bris,SAMU-SMUR,?,N,N
33,M,4,Primaire,Veuve,camping,professeur,Toyota,2005,15,3,0,1,Collision multiple,Collision coté,Dommage majeur,Pompier,?,O,N
81,M,9,Professionel,Veuf,lecture,sans-emploi,Volkswagen,2017,18,1,2,0,Stationnement,Collision arrière,Perte totale,Pompier,NON,N,N
34,F,6,Secondaire,Marié,marche,professeur,Mercedes,2020,5,3,1,0,Stationnement,Collision frontale,Dommage mineur,Aucun,OUI,O,N
36,F,3,Professionel,Divorcé,kayak,ouvrier,Toyota,2017,12,3,1,2,Collision isolée,?,Dommage majeur,Pompier,NON,N,N
30,F,1,3ème cycle,Concubinage,exercise,sans-emploi,Toyota,1999,2,3,1,1,Collision multiple,Collision arrière,Perte totale,Pompier,OUI,N,N
55,F,5,Baccalauréat,Divorcé,saut-élastique,chauffeur,Toyota,2020,23,3,1,1,Collision isolée,Collision coté,Dommage majeur,Autre,OUI,O,N
57,F,3,Professionel,Divorcé,basketball,sécurité,Suburu,2016,5,3,1,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,NON,N,O
81,F,8,Baccalauréat,Célibataire,golf,professeur,Honda,2018,23,3,1,1,Vol,Collision coté,Dommage majeur,Autre,OUI,O,N
35,M,5,3ème cycle,Veuve,camping,prof-médicale,Suburu,2005,13,2,0,0,Stationnement,Collision arrière,Dommage mineur,Autre,OUI,N,N
59,M,2,Baccalauréat,Célibataire,cross-fit,prof-médicale,Suburu,2021,10,2,0,1,Collision multiple,Collision arrière,Perte totale,Autre,OUI,N,N
54,M,8,Baccalauréat,Divorcé,golf,ingénieur,Saab,2018,1,1,0,3,Vol,Collision frontale,Dommage mineur,Aucun,?,O,N
55,M,5,3ème cycle,Veuve,camping,contremaître,Chevrolet,2015,7,2,0,2,Collision isolée,?,Dommage majeur,Pompier,OUI,O,N
50,M,2,Baccalauréat,Célibataire,cross-fit,contremaître,Chevrolet,2021,4,2,0,3,Vol,?,Bris,Pompier,?,N,N
75,M,7,Primaire,Veuf,parachutisme,technicien,BMW,2018,19,1,0,1,Collision multiple,Collision coté,Perte totale,Autre,?,O,N
76,M,5,3ème cycle,Veuve,camping,artisant,BMW,2009,1,2,0,0,Stationnement,Collision frontale,Dommage mineur,SAMU-SMUR,?,O,N
71,M,1,Aucun,Célibataire,cross-fit,employé,Nissan,1999,16,1,0,2,Collision isolée,?,Bris,Pompier,?,N,N
72,M,8,Baccalauréat,Célibataire,jeux-vidéo,sans-emploi,Nissan,2019,6,1,0,1,Collision multiple,Collision arrière,Perte totale,Pompier,OUI,N,O
90,M,5,Primaire,Veuve,camping,chauffeur,Nissan,2009,3,1,2,2,Collision isolée,Collision coté,Dommage majeur,Pompier,NON,O,N
50,M,1,Primaire,Veuf,lecture,commercant,Nissan,2018,6,1,2,1,Collision multiple,Collision arrière,Perte totale,Pompier,NON,N,N
45,M,7,Secondaire,Veuve,marche,professeur,Mercedes,2015,21,3,2,3,Vol,Collision frontale,Dommage mineur,Autre,NON,O,N
46,M,4,Aucun,Marié,jeux-plateau,chauffeur,Volkswagen,1999,3,1,2,2,Collision isolée,Collision coté,Dommage majeur,SAMU-SMUR,?,O,N
30,F,9,Secondaire,Marié,équitation,chauffeur,Mercedes,2009,21,3,2,3,Vol,Collision frontale,Dommage mineur,Autre,NON,O,N
55,F,6,Professionel,Divorcé,musique,ouvrier,Accura,2019,18,3,1,0,Stationnement,Collision arrière,Dommage mineur,Autre,NON,N,O
80,F,3,Secondaire,Concubinage,chasse,professeur,Accura,2005,14,3,1,1,Collision multiple,Collision coté,Perte totale,Autre,NON,N,N
104,F,9,Professionel,Divorcé,golf,professeur,Accura,2019,11,3,1,2,Collision isolée,Collision coté,Dommage majeur,Police,OUI,O,N
99,M,5,3ème cycle,Concubinage,cinéma,ouvrier,Honda,2017,2,2,1,0,Stationnement,Collision arrière,Perte totale,Aucun,OUI,N,N
29,M,2,Baccalauréat,Célibataire,basketball,professeur,Honda,2022,23,2,0,1,Collision multiple,Collision coté,Perte totale,Aucun,OUI,O,N
23,M,9,Primaire,Divorcé,parachutisme,technicien,Honda,2019,13,2,0,0,Stationnement,Collision frontale,Dommage mineur,Aucun,?,O,N
48,M,5,Aucun,Concubinage,jeu-échecs,ouvrier,Honda,2009,10,2,0,0,Collision multiple,Collision arrière,Perte totale,Police,?,N,N
50,M,2,Baccalauréat,Célibataire,cross-fit,technicien,Ford,2018,16,2,0,3,Vol,Collision frontale,Bris,Autre,OUI,O,N
98,M,7,Aucun,Marié,jeux-vidéo,prof-médicale,Ford,2015,4,1,2,2,Collision isolée,?,Dommage majeur,Police,?,N,N
99,M,5,Aucun,Célibataire,jeu-échecs,contremaître,Ford,2022,10,2,0,1,Collision multiple,Collision arrière,Perte totale,Autre,?,N,N
